DC_ID,Node1,Node2,EPANET,Diameter,Length,Roughness,Minorloss,Status,Material,Zone,DateMapped,Dia_Inch,Network,Inst_Date,ServiceSta,Remarks,Ext_Overha,Nodel1,Nodel2,Dia_DN,Dia Inch,FID,layer,path
55.8363780,,,,40,55.836,0,0.1,OPEN,PVC,CBD,23.09.2021,1.50,Distribution Main,,In service,Ok,,,,,,,,
107.142439,,,,25,107.142,0,0.1,OPEN,PVC,CBD,23.09.2021,1.00,Distribution Main,,In service,Ok,,,,,,,,
76.8084773,,,,50,76.808,0,0.1,OPEN,PVC,CBD,23.09.2021,2.00,Distribution Main,,In service,Ok,,,,,,,,
259.357792,,,,100,259.358,0,0.1,OPEN,GI,CBD,23.09.2021,4.00,Distribution Main,,I n service,Network is dilapidated,,,,,,,,
112.142902,,,,40,112.143,0,0.1,OPEN,GI,CBD,23.09.2021,1.50,Distribution Main,,In service,Dilapidated water network,,,,,,,,
84.3241528,,,,25,84.324,0,0.1,OPEN,GI,CBD,23.09.2021,1.00,Distribution Main,,In service,Dilapidated water network,,,,,,,,
702.075888,,,,25,702.076,0,0.1,OPEN,HDPE,MIL,23.09.2021,1.00,Service Line,08.2021,In service,Ok,,,,,,,,
392.066367,,,,75,392.066,0,0.1,OPEN,GI,MIL,23.09.2021,3.00,Distribution Main,,In service,Ok,,,,,,,,
134.330956,,,,75,134.331,0,0.1,OPEN,GI,MIL,23.09.2021,3.00,Distribution Main,,In service,OK,,,,,,,,
219.964787,,,,50,219.965,0,0.1,OPEN,PVC,MYT,02.2018,2.00,Distribution Main,12/2017,In service,Ok,,,,,,,,
422.758700,,,,50,422.759,0,0.1,OPEN,PVC,MYT,02.2018,2.00,Distribution Main,12/2017,In service,Ok,,,,,,,,
1001.26607,,,,50,1001.266,0,0.1,CLOSED,PVC,MYT,10.2019,2.00,Distribution Main,2019,Out of service,Connection is still pending,,,,,,,,
1.86658019,,,,50,1.867,0,0.1,CLOSED,PVC,MYT,10.2019,2.00,Distribution Main,2019,Out of service,Connection is still pending,,,,,,,,
2353.10165,,,,50,2353.102,0,0.1,CLOSED,PVC,MYT,10.2019,2.00,Distribution Main,2019,Out of service,Connection is still pending,,,,,,,,
58.7005277,,,,40,58.701,0,0.1,OPEN,PVC,MIL,25.09.2021,1.50,Distribution Main,,In service,Ok,,,,,,,,
9.75624076,,,,40,9.756,0,0.1,OPEN,PVC,MIL,25.10.2021,1.50,Distribution Main,,In service,Ok,,,,,,,,
536.854658,,,,50,536.855,0,0.1,OPEN,PVC,MIL,25.10.2021,2.00,Distribution Main,,In service,OK,,,,,,,,
423.247696,,,,40,423.248,0,0.1,OPEN,PVC,MIL,25.10.2021,1.50,Distribution Main,,In service,Ok,,,,,,,,
153.679128,,,,40,153.679,0,0.1,OPEN,PVC,MIL,25.09.2021,1.50,Distribution Main,,In service,Ok,,,,,,,,
146.740065,,,,40,146.740,0,0.1,OPEN,PVC,MIL,25.09.2021,1.50,Distribution Main,,In service,Ok,,,,,,,,
211.339280,,,,50,211.339,0,0.1,OPEN,PVC,MIL,25.09.2021,2.00,Distribution Main,,In service,Ok,,,,,,,,
8.61167918,,,,50,8.612,0,0.1,OPEN,PVC,MIL,25.09.2021,2.00,Distribution Main,,In service,Ok,,,,,,,,
147.847484,,,,32,147.847,0,0.1,OPEN,PVC,MIL,25.09.2021,1.25,Distribution Main,,In service,Ok,,,,,,,,
704.352169,,,,50,704.352,0,0.1,OPEN,PVC,MIL,03.2020,2.00,Distribution Main,2018,In service,OK,Ext,,,,,,,
111.894987,,,Y,50,111.895,0,0.1,OPEN,PVC,MIL,10.2015,2.00,Distribution Main,10.2015,In Service,Proposed DW_Pipe Network,No,,,,,,,
200.533728,,,,50,200.534,0,0.1,,HDPE,,,2.00,,,,,,,,,,,,
335.346117,,,,,335.346,0,0.1,,,,,,,,,,,,,,,,,
541.229085,,,,,541.229,0,0.1,,,,,,,,,,,,,,,,,
73.4541424,,,,,73.454,0,0.1,,,,,,,,,,,,,,,,,
548.581770,,,,25,548.582,0,0.1,OPEN,PVC,KREKAJ,01.11.2021,1.00,Distribution Main,,In service,Ok,,,,,,,,
150.310228,,,,25,150.310,0,0.1,OPEN,PVC,MIL,25.10.2021,1.00,Distribution Main,,In service,Ok,,,,,,,,
83.9471106,,,,32,83.947,0,0.1,OPEN,PVC,MIL,25.10.2021,1.25,Distribution Main,,In service,Ok,,,,,,,,
83.5716297,,,,20,83.572,0,0.1,OPEN,PVC,MIL,25.10.2021,0.75,Service Line,,In service,Ok,,,,,,,,
480.915094,,,,25,480.915,0,0.1,OPEN,PVC,KRE,05.11.2021,1.00,Distribution Main,,In service,Ok,,,,,,,,
9.27715081,,,,50,9.277,0,0.1,OPEN,PVC,ME,19.11.2021,2.00,Distribution Main,,In service,boost line,,,,,,,,
46.0219405,,,,75,46.022,0,0.1,OPEN,PVC,ME,19.11.2021,3.00,Distribution Main,,In service,OK,,,,,,,,
24.1855359,,,,100,24.186,0,0.1,OPEN,PVC,ME,19.11.2021,4.00,Distribution Main,2020,In service,Boost line,,,,,,,,
393.726029,,,,50,393.726,0,0.1,OPEN,HDPE,KREKAJ,23.11.2021,2.00,Distribution Main,10.2021,In service,Ok,Ext,,,,,,,
344.951320,,,,40,344.951,0,0.1,OPEN,HDPE,KREKAJ,23.11.2021,1.50,Distribution Main,10.2021,In service,Ok,Ext,,,,,,,
335.074190,,,,32,335.074,0,0.1,OPEN,PVC,CBD,30.11.2021,1.25,Distribution Main,,In service,Ok,,,,,,,,
287.632824,,,,40,287.633,0,0.1,OPEN,HDPE,KREKAJ,09.12.2021,1.50,Distribution Main,10.2021,In service,Ok,Ext,,,,,,,
297.139367,,,,32,297.139,0,0.1,OPEN,HDPE,KREKAJ,09.12.2021,1.25,Distribution Main,12.2021,In service,OK,Ext,,,,,,,
875.685263,,,,110,875.685,0,0.1,OPEN,HDPE,MYT,14.12.2021,4.00,Distribution Main,,In service,Ok,Ext,,,,,,,
1452.66116,,,Y,50,1452.661,0,0.1,OPEN,PVC,MYT,2017,2.00,Distribution Main,N/A,In Service,N/A,Yes,,,,,,,
585.769504,,,4,100,585.770,0,0.1,OPEN,PVC,MYT,2017,4.00,Distribution Main,N/A,In Service,N/A,Yes,,,,,,,
10.5796289,,,,32,10.580,0,0.1,OPEN,HDPE,OBA,16.12.2021,1.25,Distribution Main,11.2021,In service,Ok,Ext,,,,,,,
399.352593,,,,25,399.353,0,0.1,OPEN,HDPE,OBA,16.12.2021,1.00,Distribution Main,11.2021,In service,Ok,Ext,,,,,,,
101.878393,,,,32,101.878,0,0.1,OPEN,PVC,CBD,28.12.2021,1.25,Distribution Main,,In service,OK,,,,,,,,
85.8629290,,,,25,85.863,0,0.1,OPEN,HDPE,CBD,28.12.2021,1.00,Distribution Main,,In service,OK,,,,,,,,
117.854584,,,,25,117.855,0,0.1,OPEN,PPR,CBD,28.12.2021,1.00,Distribution Main,,In service,OK,,,,,,,,
402.247475,,,,25,402.247,0,0.1,OPEN,PVC,KREKAJ,05/01/2022,1.00,Distribution Main,,In service,Ok,,,,,,,,
304.947810,,,,40,304.948,0,0.1,OPEN,HDPE,MYT,13/01/2022,1.50,Distribution Main,09.2021,In service,Ok,Ext,,,,,,,
127.244125,,,,100,127.244,0,0.1,OPEN,PVC,MIL,10/01/2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
6.72832437,,,,50,6.728,0,0.1,OPEN,HDPE,MIL,10/01.2022,2.00,Distribution Main,2021,In service,Ok,,,,,,,,
150.368129,,,,40,150.368,0,0.1,OPEN,HDPE,MIL,10/01.2022,1.50,Distribution Main,2021,In service,Ok,,,,,,,,
271.040099,,,Y,50,271.040,0,0.1,OPEN,PVC,CBD,01.2015,2.00,Distribution Main,08.2014,In Service,New Extensions,No,,,,,,,
3.42920535,,,Y,350,3.429,0,0.1,OPEN,Steel,CBD,2014,14.00,Distribution Main,2014,In Service,LTAP Lines,No,,,,,,,
413.259117,,,,75,413.259,0,0.1,OPEN,HDPE,KREKAJ,21.01.2022,3.00,Distribution Main,01.2022,In service,Ok,Ext,,,,,,,
90.0144555,,,,75,90.014,0,0.1,OPEN,PVC,CBD,04.02.2022,3.00,Distribution Main,,In service,Ok,,,,,,,,
143.203015,,,,40,143.203,0,0.1,OPEN,PVC,CBD,04.02.2022,1.50,Distribution Main,,In service,OK,,,,,,,,
463.493572,,,,25,463.494,0,0.1,OPEN,PVC,CBD,04.02.2022,1.00,Distribution Main,,In service,OK,,,,,,,,
208.949449,,,,20,208.949,0,0.1,OPEN,PPR,CBD,04.02.2022,0.75,Service Line,,In service,Ok,,,,,,,,
104.766158,,,,20,104.766,0,0.1,OPEN,PPR,CBD,04.02.2022,0.75,Service Line,,In service,Surfers no water,,,,,,,,
60.2233247,,,,50,60.223,0,0.1,OPEN,HDPE,CBD,04.02.2022,2.00,Distribution Main,01.2022,In service,OK,,,,,,,,
124.816057,,,,50,124.816,0,0.1,OPEN,PVC,CBD,04.02.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
2017.05441,,,,50,2017.054,0,0.1,OPEN,PVC,MYT,05.2018,2.00,Distribution Main,04.2018,In service,Ok,Ext,,,,,,,
798.459338,,,Y,50,798.459,0,0.1,OPEN,PVC,MYT,08.2016,2.00,Distribution Main,07.2016,In Service,Has many leakages,No,,,,,,,
146.471955,,,,40,146.472,0,0.1,OPEN,HDPE,KREKAJ,17.02.2022,1.50,Distribution Main,12.2022,In service,Ok,EXT,,,,,,,
70.6725274,,,,50,70.673,0,0.1,OPEN,PVC,KREKAJ,17.02.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
88.1280350,,,,40,88.128,0,0.1,OPEN,HDPE,KREKAJ,17.02.2022,1.50,Distribution Main,12.2021,In service,OK,,,,,,,,
690.161695,,,,75,690.162,0,0.1,OPEN,HDPE,MYT,03.02.2022,3.00,Distribution Main,12.2022,In service,Ok,EXT,,,,,,,
225.712272,,,,50,225.712,0,0.1,OPEN,PPR,ME,21.02.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
71.8024869,,,,50,71.802,0,0.1,OPEN,PVC,CBD,21.02.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
56.2168513,,,,40,56.217,0,0.1,OPEN,PVC,CBD,21.02.2022,1.50,Distribution Main,,In service,,Ok,,,,,,,
55.9088993,,,,50,55.909,0,0.1,OPEN,HDPE,CBD,21.02.2022,2.00,Distribution Main,8.2021,In service,Ok,,,,,,,,
134.195551,,,,25,134.196,0,0.1,OPEN,PPR,CBD,21.02.2022,1.00,Distribution Main,,In service,Ok,,,,,,,,
52.5684785,,,,1,52.568,0,0.1,OPEN,PVC,CBD,21.02.2022,1.00,Distribution Main,,In service,Ok,,,,,,,,
79.1124172,,,,32,79.112,0,0.1,OPEN,PVC,CBD,17.02.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
108.318536,,,,32,108.319,0,0.1,OEPN,HDPE,CBD,17.02.2022,1.25,Distribution Main,2021,In service,Ok,,,,,,,,
138.925625,,,,32,138.926,0,0.1,OPEN,PVC,CBD,17.02.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
201.926110,,,,75,201.926,0,0.1,OPEN,HDPE,CBD,17.02.2022,3.00,Distribution Main,01.2022,In service,Ok,Ext,,,,,,,
134.446334,,,,25,134.446,0,0.1,OPEN,HDPE,MIL,08.03.2022,1.00,Distribution Main,2021,in service,OK,EXT,,,,,,,
48.3942354,,,,40,48.394,0,0.1,OPEN,HDPE,OBA,15.03.2022,1.50,Distribution Main,2021,In service,Ok,,,,,,,,
135.630892,,,,50,135.631,0,0.1,OPEN,HDPE,MYT,15.03.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
3.19343421,,,Y,50,3.193,0,0.1,OPEN,PVC,KREKAJ,03.2015,2.00,Distribution Main,N/A,In Service,N/A,No,,,,,,,
284.779422,,,,50,284.779,0,0.1,OPEN,HDPE,KREKAJ,10.03.2022,2.00,Distribution Main,2021,In service,OK,ext,,,,,,,
381.031720,,,,100,381.032,0,0.1,OPEN,GI,KREKAJ,16.03.2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
207.304668,,,,100,207.305,0,0.1,OPEN,GI,KREKAJ,16.03.2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
129.021936,,,,100,129.022,0,0.1,OPEN,GI,KREKAJ,16.03.2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
96.1087930,,,,100,96.109,0,0.1,OPEN,GI,KREKAJ,16.03.2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
70.1769453,,,,100,70.177,0,0.1,OPEN,GI,KREKAJ,16.03.2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
67.7412929,,,,100,67.741,0,0.1,OPEN,GI,,16.03.2022,4.00,Distribution Main,,In service,Ok,,,,,,,,
162.883803,,,,100,162.884,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,,Ext,,,,,,,
18.2836977,,,,100,18.284,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
21.0849652,,,,100,21.085,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
17.9625613,,,,100,17.963,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
4.38184453,,,,100,4.382,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
35.0353101,,,,100,35.035,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
674.211403,,,,100,674.211,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
113.507722,,,,75,113.508,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,3.00,Distribution Main,2021,In Service,OK,,,,,,,,
15.5202902,,,,75,15.520,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,3.00,Distribution Main,2021,In Service,OK,,,,,,,,
18.3286199,,,,100,18.329,0,0.1,OPEN,HDPE,KREKAJ,08/04/2022,4.00,Distribution Main,2021,In Service,OK,,,,,,,,
1077.45935,,,,75,1077.459,0,0.1,OPEN,HDPE,KREKAJ,16.03.2022,3.00,Distribution Main,2021,In service,Ok,OVH,,,,,,,
23.5363336,,,,75,23.536,0,0.1,OPEN,HDPE,CBD,06/04/2022,3.00,Distribution Main,,In service,OK,,,,,,,,
1.45599990,,,,75,1.456,0,0.1,OPEN,GI,CBD,2018,3.00,Distribution Main,,In service,OK,,,,,,,,
96.9496851,,,Y,75,96.950,0,0.1,OPEN,GI,CBD,07.2015,3.00,Distribution Main,N/A,In Service,,No,,,,,,,
172.740070,,,Y,100,172.740,0,0.1,OPEN,PVC,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,,,,,,,
163.319271,,,,100,163.319,0,0.1,OPEN,HDPE,KREKAJ,11/05/2022,4.00,Distribution Main,2022,In Service,,Ext,,,,,,,
291.054481,,,,100,291.054,0,0.1,OPEN,HDPE,KREKAJ,11/05/2022,3.00,Distribution Main,2022,In Service,,Ext,,,,,,,
583.984418,,,,100,583.984,0,0.1,OPEN,HDPE,KREKAJ,11/05/2022,2.00,Distribution Main,2022,In Service,,Ext,,,,,,,
176.027137,,,,100,176.027,0,0.1,OPEN,HDPE,KREKAJ,11/05/2022,2.00,Distribution Main,2022,In Service,,Ext,,,,,,,
13.1226666,,,,,13.123,0,0.1,,,,,,,,,,,,,,,,,
38.6745245,,,,400,38.675,0,0.1,OPEN,Steel,MIL,27.10.2021,16.00,Distribution Main,2013,In service,OK,,,,,,,,
14.2396303,,,,,14.240,,0.1,,,,,,,,,,,,,,,,,
15.0368246,,,,500,15.037,0,0.1,OPEN,Steel,MIL,27.10.2021,20.00,Transmission Main,2013,In service,OK,,,,,,,,
81.5504225,,,N,500,81.550,0,0.1,OPEN,Steel,MIL,2014,20.00,Transmission Main,2013,In Service,OK,No,,,,,,,
155.478031,,,N,400,155.478,0,0.1,OPEN,Steel,MIL,26.05.2022,16.00,Transmission Main,N/A,In Service,,,,,,,,,
869.938605,,,N,400,869.939,0,0.1,OPEN,Steel,MIL,2014,16.00,Transmission Main,N/A,In Service,N/A,No,,,,,,,
9.17190041,,,N,250,9.172,0,0.1,OPEN,Steel,MIL,26.05.2022,10.00,Transmission Main,N/A,In Service,,,,,,,,,
69.8977971,,,N,250,69.898,0,0.1,OPEN,Steel,MIL,26.05.2022,10.00,Transmission Main,N/A,In Service,,,,,,,,,
10.7120940,,,N,250,10.712,0,0.1,OPEN,Steel,MIL,26.05.2022,10.00,Transmission Main,N/A,In Service,,,,,,,,,
65.7554338,,,N,250,65.755,0,0.1,OPEN,Steel,MIL,26.05.2022,10.00,Transmission Main,N/A,In Service,,,,,,,,,
6.60921515,,,N,250,6.609,0,0.1,OPEN,Steel,MIL,26.05.2022,10.00,Transmission Main,N/A,In Service,,,,,,,,,
606.518390,,,N,500,606.518,0,0.1,OPEN,Steel,MIL,2014,20.00,Transmission Main,2013,In Service,OK,No,,,,,,,
220.778896,,,,50,220.779,,0.1,OPEN,PVC,MYT,07.06.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
314.571747,,,,25,314.572,0,0.1,OPEN,PVC,MYT,07.06.2022,1.00,Distribution Main,,In service,OK,,,,,,,,
195.343854,,,,50,195.344,0,0.1,OPEN,PVC,MYT,07.06.2022,2.00,Distribution Main,,In service,OK,,,,,,,,
156.654043,,,,50,156.654,0,0.1,OPEN,PVC,MYT,07.06.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
313.102731,,,,50,313.103,0,0.1,OPEN,PVC,CBD,22.06.2022,2.00,Distribution Main,,In Service,N/A,,,,,,,,
87.3647870,,,,,87.365,,0.1,,,,,,,,,,,,,,,,,
212.211849,,,,,212.212,,0.1,,,,,,,,,,,,,,,,,
112.177032,,,Y,75,112.177,0,0.1,OPEN,PVC,CBD,01.2015,3.00,Distribution Main,09.2014,In Service,New Extensions,No,,,,,,,
383.685429,,,,40,383.685,0,0.1,OPEN,PVC,CBD,25.08.2021,,Distribution Main,,In Service,,,,,,,,,
425.268982,,,,50,425.269,0,0.1,OPEN,PVC,CBD,23.09.2021,2.00,Distribution Main,,In service,OK,,,,,,,,
108.799273,,,,50,108.799,0,0.1,OPEN,HDPE,CBD,21.06.2022,,Distribution Main,,In service,OK,,,,,,,,
697.280574,,,Y,100,697.281,0,0.1,OPEN,PVC,CBD,05.2015,4.00,Distribution Main,2013,In Service,Shallow depth,No,,,,,,,
101.419010,,,,75,101.419,0,0.1,OPEN,HDPE,CBD,20.06.2022,3.00,Distribution Main,04.2022,In service,Ok,EXT,,,,,,,
63.8020231,,,,40,63.802,0,0.1,OPEN,HDPE,CBD,20.06.2022,1.50,Distribution Main,04.2022,In service,Ok,EXT,,,,,,,
21.4836736,,,,75,21.484,0,0.1,OPEN,DHPE,CBD,20.06.2022,3.00,Distribution Main,04.2022,In service,Ok,,,,,,,,
28.8703613,,,,75,28.870,0,0.1,OPEN,HDPE,CBD,20.06.2022,3.00,Distribution Main,04.2022,In service,Ok,,,,,,,,
36.0921782,,,,,36.092,,0.1,,,,,,,,,,,,,,,,,
148.373164,,,,75,148.373,0,0.1,OPEN,HDPE,CBD,20.06.2022,3.00,Distribution Main,04.2022,In service,Ok,OVH,,,,,,,
45.8656702,,,,,45.866,,0.1,,,,,,,,,,,,,,,,,
267.369996,,,,32,267.370,0,0.1,OPEN,HDPE,CBD,20.06.2022,1.25,Distribution Main,03.2022,in service,Ok,ext,,,,,,,
291.195154,,,,100,291.195,0,0.1,OPEN,HDPE,CBD,22.06.2022,4.00,Distribution Main,2020,In service,Ok,,,,,,,,
164.657902,,,,50,164.658,0,0.1,OPEN,PVC,CBD,22.06.2022,2.00,Distribution Main,,In Service,N/A,,,,,,,,
280.027917,,,,40,280.028,0,0.1,OPEN,PVC,CBD,22.06.2022,1.50,Distribution Main,,In service,Ok,,,,,,,,
44.9020928,,,,,44.902,,0.1,,,,,,,,,,,,,,,,,
105.221127,,,,50,105.221,0,0.1,OPEN,PVC,CBD,22.06.2022,2.00,Distribution Main,,In Service,N/A,,,,,,,,
525.003602,,,,50,525.004,0,0.1,OPEN,PVC,CBD,22.06.2022,2.00,Distribution Main,,In Service,N/A,,,,,,,,
218.870583,,,,40,218.871,0,0.1,OPEN,PVC,CBD,22.06.2022,1.50,Distribution Main,,In service,Ok,,,,,,,,
31.6088766,,,,,31.609,,0.1,,,,,0.75,,,,,,,,,,,,
6.75622566,,,,25,6.756,,0.1,,,,,,,,,,,,,,,,,
99.0966254,,,,32,99.097,0,0.1,OPEN,HDPE,MIL,27.06.2022,1.25,Distribution Main,05.2022,In service,Ok,,,,,,,,
230.176469,,,,100,230.176,0,0.1,OPEN,PVC,MYT,30.06.2022,4.00,Distribution Main,,In service,,,,,,,,,
206.683169,,,,50,206.683,0,0.1,OPEN,PVC,MYT,30.06.2022,2.00,Distribution Main,,In service,,,,,,,,,
120.574058,,,,75,120.574,0,0.1,OPEN,HDPE,MYT,07.07.2022,3.00,Distribution Main,,In service,Ok,,,,,,,,
48.5547789,,,,50,48.555,0,0.1,OPEN,HDPE,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
44.8910438,,,,50,44.891,0,0.1,OPEN,PVC,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
99.0721343,,,,50,99.072,0,0.1,OPEN,HDPE,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
54.5432474,,,,50,54.543,0,0.1,OPEN,PVC,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
31.3321458,,,,50,31.332,0,0.1,OPEN,HDPE,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
247.510502,,,,50,247.511,0,0.1,OPEN,PVC,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
203.788674,,,,20,203.789,0,0.1,OPEN,PPR,MYT,07.07.2022,0.75,Distribution Main,,In service,Ok,,,,,,,,
107.974644,,,,40,107.975,0,0.1,OPEN,PVC,MYT,07.07.2022,1.50,Distribution Main,,In service,Ok,,,,,,,,
91.4818123,,,,32,91.482,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
53.4104036,,,,32,53.410,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
61.1846113,,,,32,61.185,0,0.1,OPEN,PVC,MYT,07.07.2022,1.50,Distribution Main,,In service,Ok,,,,,,,,
440.362517,,,,32,440.363,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
120.844756,,,,32,120.845,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
135.058563,,,,32,135.059,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
132.239084,,,,25,132.239,0,0.1,OPEN,PVC,MYT,07.07.2022,1.00,Distribution Main,,In service,Ok,,,,,,,,
472.410782,,,,32,472.411,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
69.1947494,,,,25,69.195,0,0.1,OPEN,PPR,MYT,07.07.2022,1.00,Distribution Main,,In service,Ok,,,,,,,,
531.975176,,,,50,531.975,0,0.1,OPEN,PVC,MYT,08.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
680.946493,,,,50,680.946,0,0.1,OPEN,PVC,MYT,08.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
329.014011,,,,32,329.014,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
382.195835,,,,32,382.196,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
136.022311,,,,32,136.022,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
141.933141,,,,32,141.933,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
52.3139573,,,,32,52.314,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
65.6752357,,,,32,65.675,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
110.618995,,,,32,110.619,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
89.8538297,,,,32,89.854,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
107.775558,,,,32,107.776,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
72.6416823,,,,32,72.642,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
192.624620,,,,32,192.625,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
32.5984091,,,,32,32.598,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
352.147433,,,,32,352.147,0,0.1,OPEN,PVC,MYT,08.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
24.2005384,,,,50,24.201,0,0.1,OPEN,PVC,MYT,07.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
263.912451,,,,32,263.912,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
413.948856,,,,32,413.949,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
112.044232,,,,32,112.044,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
150.740902,,,,32,150.741,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
51.0516491,,,,32,51.052,0,0.1,OPEN,PVC,MYT,07.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
1166.72880,,,,50,1166.729,0,0.1,OPEN,PVC,MYT,30.05.2019,2.00,Distribution Main,2019-02-01,In Service,Ok,Ext,,,,,,,
199.748278,,,,40,199.748,0,0.1,OPEN,HDPE,CBD,21.07.2022,1.50,Distribution Main,05.2022,In Service,New Extensions,,,,,,,,
152.929416,,,,32,152.929,0,0.1,OPEN,HDPE,CBD,21.07.2022,1.25,Distribution Main,05.2022,In Service,New Extensions,,,,,,,,
500.507609,,,,50,500.508,0,0.1,OPEN,PVC,MYT,28.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
176.020501,,,,40,176.021,0,0.1,OPEN,PVC,MYT,28.07.2022,1.50,Distribution Main,,In service,Ok,,,,,,,,
115.304819,,,,40,115.305,0,0.1,OPEN,HDPE,MYT,28.07.2022,1.50,Distribution Main,,In service,Ok,,,,,,,,
136.486051,,,,32,136.486,0,0.1,OPEN,PVC,MYT,28.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
2.35030984,,,,32,2.350,0,0.1,OPEN,PVC,MYT,28.07.2022,1.25,Distribution Main,,In service,Ok,,,,,,,,
35.5444605,,,,50,35.544,0,0.1,OPEN,PVC,MYT,28.07.2022,2.00,Distribution Main,,In service,Ok,,,,,,,,
