DC_ID,Node1,Node2,EPANET,Diameter,Length,Roughness,Minorloss,Status,Material,Zone,DateMapped,Dia_Inch,Network,Inst_Date,ServiceSta,Remarks,Ext_Overha,Category,Sength
109.603007,,,Y,150,109.603,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,109.59
58.1440823,,,Y,150,58.144,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,58.14
53.8762949,,,Y,150,53.876,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,53.87
105.348496,,,Y,150,105.348,0.0,0.1,OPEN,AC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,105.34
740.905968,,,Y,50,740.906,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,740.83
519.912197,,,Y,50,519.912,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,519.86
12.0026011,,,Y,250,12.003,0.0,0.1,OPEN,PVC,KREKAJ,2014,10.00,Distribution Main,N/A,In Service,N/A,No,Major,12.00
95.0566328,,,Y,32,95.057,0.0,0.1,OPEN,PVC,KREKAJ,2014,1.25,Service line,N/A,In Service,N/A,No,Minor,95.05
64.1772772,,,Y,40,64.177,0.0,0.1,OPEN,PVC,KREKAJ,2014,1.50,Distribution Main,N/A,In Service,N/A,No,Minor,64.17
368.611492,,,Y,40,368.611,0.0,0.1,OPEN,PVC,KREKAJ,2014,1.50,Distribution Main,N/A,In Service,N/A,No,Minor,368.57
155.235617,,,Y,150,155.236,0.0,0.1,OPEN,AC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,155.22
1792.39041,,,Y,150,1792.390,0.0,0.1,OPEN,AC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,1792.23
283.789083,,,Y,150,283.789,0.0,0.1,OPEN,AC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,283.76
176.816673,,,Y,100,176.817,0.0,0.1,OPEN,PVC,KREKAJ,03.2015,4.00,Distribution Main,N/A,In Service,N/A,No,Major,176.80
39.5225775,,,Y,40,39.523,0.0,0.1,OPEN,PVC,KREKAJ,04.2015,1.50,Service line,N/A,In Service,N/A,No,Minor,39.52
1038.28738,,,Y,600,1038.287,0.0,0.1,OPEN,Steel,KREKAJ,2014,24.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,1038.19
148.682454,,,Y,50,148.682,0.0,0.1,OPEN,PVC,KREKAJ,01.2015,2.00,Distribution Main,10.2014,In Service,New Extensions,No,Minor,148.67
302.461172,,,Y,50,147.309,0.0,0.1,OPEN,PVC,KREKAJ,01.2015,2.00,Distribution Main,12.2014,In Service,New Extensions,No,Minor,147.30
107.086437,,,Y,700,107.086,0.0,0.1,OPEN,Steel,KREKAJ,2014,28.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,107.08
436.126928,,,Y,100,436.127,0.0,0.1,OPEN,Steel,KREKAJ,2014,4.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,436.07
6.23232325,,,Y,100,6.232,0.0,0.1,OPEN,Steel,KREKAJ,2014,4.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,6.23
17.7003880,,,Y,100,17.700,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,17.70
1646.74130,,,Y,75,1646.741,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,1646.59
36.8369345,,,Y,75,36.837,0.0,0.1,CLOSED,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,36.83
607.030288,,,Y,50,607.030,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,606.98
84.6967520,,,Y,50,84.697,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,02.2014,In Service,Lolwe DMA,No,Minor,84.69
503.860503,,,Y,50,503.861,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,02.2014,In Service,Lolwe DMA,No,Minor,503.82
238.059184,,,Y,50,251.253,0.0,0.1,CLOSED,PVC,KREKAJ,2014,2.00,Distribution Main,02.2014,In Service,Lolwe DMA,No,Minor,251.23
334.304507,,,Y,100,334.305,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,02.2014,In Service,Lolwe DMA,No,Major,334.28
212.016667,,,Y,100,212.017,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,02.2014,In Service,Lolwe DMA,No,Major,212.00
105.185094,,,Y,150,105.185,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,105.18
459.751566,,,Y,150,459.752,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,459.71
501.527809,,,Y,150,501.528,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,501.49
309.366059,,,Y,150,309.366,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,309.34
7.25992295,,,Y,150,7.260,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,7.26
111.154456,,,Y,150,111.154,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,111.15
100.766788,,,Y,150,100.767,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,100.76
2.70558481,,,Y,150,2.706,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,2.71
168.911561,,,Y,150,168.912,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,168.90
148.563833,,,Y,150,148.564,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,148.55
263.972684,,,Y,150,263.973,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,263.95
158.076150,,,Y,150,158.076,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,158.06
63.0781467,,,Y,75,63.078,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,63.07
83.3600884,,,Y,75,83.360,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,83.35
54.0841177,,,Y,75,54.084,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,54.08
69.9069206,,,Y,75,69.907,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,69.90
65.7167113,,,Y,75,65.717,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,65.71
109.200898,,,Y,75,109.201,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,109.19
59.6209666,,,Y,75,59.621,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,59.62
63.7136094,,,Y,75,63.714,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,63.71
62.9423892,,,Y,75,62.942,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,62.94
56.6049158,,,Y,75,56.605,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,56.60
80.2601652,,,Y,75,80.260,0.0,0.1,OPEN,GI,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,80.25
177.153312,,,Y,100,177.153,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,177.14
138.814312,,,Y,100,138.814,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,138.80
41.1900356,,,Y,100,41.190,0.0,0.1,OPEN,GI,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,41.19
150.961211,,,Y,100,150.961,0.0,0.1,OPEN,GI,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,150.95
141.175129,,,Y,150,141.175,0.0,0.1,OPEN,GI,CBD,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,141.16
116.472557,,,Y,150,116.473,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,116.46
76.5788222,,,Y,150,76.579,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,76.57
394.914816,,,Y,150,378.212,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,378.18
8.04417845,,,Y,150,8.044,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,8.04
52.4532252,,,Y,150,52.453,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,52.45
63.7153676,,,Y,150,63.715,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,63.71
286.361054,,,Y,75,286.361,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,286.34
81.5616068,,,Y,150,81.562,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,06.2014,In Service,LTAP Extension lines,No,Major,81.56
6.92452039,,,Y,100,6.925,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,2014,In Service,LTAP Extension lines,No,Major,6.92
272.729502,,,Y,50,272.730,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,LTAP Extension lines,No,Minor,272.71
36.9568531,,,Y,50,36.957,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,LTAP Extension lines,No,Minor,36.95
140.527890,,,Y,50,140.528,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,08.2014,In Service,LTAP Extension lines,No,Minor,140.52
809.421529,,,Y,350,809.422,0.0,0.1,OPEN,Steel,KREKAJ,2014,14.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,809.36
323.317556,,,Y,50,323.318,0.0,0.1,OPEN,PVC,CBD,2014,2.00,Distribution Main,2014,In Service,LTAP Extension lines,No,Minor,323.29
3.18729242,,,Y,50,3.187,0.0,0.1,OPEN,PVC,CBD,2014,2.00,Distribution Main,2014,In Service,LTAP Extension lines,No,Minor,3.19
17.8987776,,,Y,40,17.899,0.0,0.1,OPEN,PVC,CBD,2014,1.50,Distribution Main,2014,In Service,LTAP Extension lines,No,Minor,17.90
8.04076152,,,Y,40,8.041,0.0,0.1,OPEN,PVC,CBD,2014,1.50,Distribution Main,2014,In Service,LTAP Extension lines,No,Minor,8.04
332.291801,,,Y,300,332.292,0.0,0.1,OPEN,Steel,CBD,2014,12.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,332.27
355.853896,,,Y,50,355.854,0.0,0.1,OPEN,PVC,CBD,01.2015,2.00,Distribution Main,09.2014,In Service,New Extensions,No,Minor,355.83
480.507170,,,Y,300,480.507,0.0,0.1,OPEN,Steel,CBD,2014,12.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,480.48
145.660613,,,Y,300,145.661,0.0,0.1,OPEN,Steel,CBD,2014,12.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,145.65
413.277231,,,Y,600,413.277,0.0,0.1,OPEN,Steel,KREKAJ,2014,24.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,413.24
150.071017,,,Y,400,150.071,0.0,0.1,OPEN,Steel,KREKAJ,2014,16.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,150.06
51.0181800,,,Y,400,51.018,0.0,0.1,OPEN,Steel,CBD,2014,16.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,51.01
74.3593861,,,Y,400,74.359,0.0,0.1,OPEN,Steel,CBD,2014,16.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,74.35
7.32455325,,,Y,5000,7.325,0.0,0.1,OPEN,Steel,CBD,2014,200.0,Imaginary Lines,N/A,In Service,Imaginary Lines,No,Major,7.32
7.05927986,,,Y,5000,7.059,0.0,0.1,OPEN,Steel,CBD,2014,200.0,Imaginary Lines,N/A,In Service,Imaginary Lines,No,Major,7.06
370.643273,,,Y,200,370.643,0.0,0.1,OPEN,PVC,KREKAJ,2014,8.00,Distribution Main,N/A,In Service,N/A,No,Major,370.61
233.772754,,,Y,200,233.773,0.0,0.1,OPEN,PVC,KREKAJ,2014,8.00,Distribution Main,N/A,In Service,N/A,No,Major,233.75
32.0292616,,,Y,75,32.029,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,32.03
38.6065895,,,Y,100,38.607,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,38.60
45.7276717,,,Y,150,45.728,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,45.72
73.1396018,,,Y,150,73.140,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,73.13
905.861792,,,Y,350,905.862,0.0,0.1,OPEN,Steel,CBD,2014,14.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,905.81
622.097394,,,Y,250,622.097,0.0,0.1,OPEN,Steel,CBD,2014,10.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,622.07
170.963428,,,Y,250,170.963,0.0,0.1,OPEN,Steel,CBD,2014,10.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,170.95
227.188161,,,Y,250,227.188,0.0,0.1,OPEN,Steel,CBD,2014,10.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,227.18
460.456909,,,Y,250,460.457,0.0,0.1,OPEN,Steel,CBD,2014,10.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,460.44
785.043479,,,Y,250,785.043,0.0,0.1,OPEN,Steel,CBD,2014,10.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,785.01
848.603347,,,Y,200,674.349,0.0,0.1,OPEN,Steel,CBD,2014,8.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,674.32
70.4159063,,,Y,200,70.416,0.0,0.1,OPEN,Steel,CBD,2014,8.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,70.41
121.815641,,,Y,200,121.816,0.0,0.1,OPEN,Steel,CBD,2014,8.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,121.81
134.628860,,,Y,50,134.629,0.0,0.1,OPEN,PVC,CBD,01.2015,2.00,Distribution Main,12.2014,In Service,New Extensions,No,Minor,134.62
213.487032,,,Y,75,213.487,0.0,0.1,OPEN,PVC,CBD,01.2015,3.00,Distribution Main,09.2014,In Service,New Extensions,No,Major,213.48
238.226278,,,Y,100,238.226,0.0,0.1,OPEN,GI,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,238.21
370.357189,,,Y,150,353.271,0.0,0.1,OPEN,AC,CBD,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,353.24
418.872727,,,Y,100,358.290,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,358.26
215.345685,,,Y,150,215.346,0.0,0.1,OPEN,PVC,CBD,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,215.33
569.294966,,,N,250,569.295,0.0,0.1,OPEN,PVC,CBD,2014,10.00,Distribution Main,N/A,In Service,N/A,No,Major,569.25
1452.50910,,,Y,100,1452.509,0.0,0.1,OPEN,PVC,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,1452.40
1366.45954,,,Y,100,1366.460,0.0,0.1,OPEN,PVC,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,1366.36
414.356950,,,Y,100,414.357,0.0,0.1,OPEN,PVC,CBD,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,414.33
139.939964,,,Y,50,139.940,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,DMM,No,Minor,139.93
260.772784,,,Y,50,260.773,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,DMM,No,Minor,260.75
50.1456880,,,Y,50,50.146,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,Pamoja Trust Funded -DMM,No,Minor,50.14
22.2946677,,,Y,50,22.295,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,Pamoja Trust Funded -DMM,No,Minor,22.29
111.661210,,,Y,50,111.661,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,N/A,In Service,DMM,No,Minor,111.65
65.5764057,,,Y,50,65.576,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,Pamoja Trust Funded -DMM,No,Minor,65.57
7.30310072,,,Y,50,7.303,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,Pamoja Trust Funded -DMM,No,Minor,7.30
7.98788605,,,Y,50,7.988,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,Pamoja Trust Funded -DMM,No,Minor,7.99
138.184564,,,Y,50,138.185,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,Pamoja Trust Funded -DMM,No,Minor,138.17
146.896547,,,Y,50,146.897,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,Pamoja Trust Funded -DMM,No,Minor,146.89
17.0086524,,,Y,50,17.009,0.0,0.1,OPEN,PVC,KREKAJ,2014,2.00,Distribution Main,2014,In Service,Pamoja Trust Funded -DMM,No,Minor,17.01
134.211668,,,Y,150,134.212,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,134.20
936.327426,,,Y,600,936.327,0.0,0.1,OPEN,Steel,KREKAJ,2014,24.00,Transmission Main,2014,In Service,LTAP Lines,No,Major,936.25
789.715160,,,Y,100,789.715,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,789.65
87.5717735,,,Y,100,87.572,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,87.56
327.424689,,,Y,75,327.425,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,327.40
81.6284413,,,Y,75,81.628,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,81.62
130.344408,,,Y,100,130.344,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,130.33
40.3440146,,,Y,150,40.344,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,40.34
269.327258,,,Y,150,269.327,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,269.30
97.1799314,,,Y,150,97.180,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,97.17
43.1648012,,,Y,150,43.165,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,43.16
161.907532,,,Y,150,161.908,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,161.89
69.6291453,,,Y,75,69.629,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,69.62
230.076399,,,Y,100,230.076,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,230.06
349.257176,,,Y,100,349.257,0.0,0.1,OPEN,PVC,KREKAJ,2014,4.00,Distribution Main,N/A,In Service,N/A,No,Major,349.23
222.579931,,,Y,150,222.580,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,222.56
277.026312,,,Y,150,277.026,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,277.00
547.370195,,,Y,150,547.370,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,547.32
469.156444,,,Y,150,469.156,0.0,0.1,OPEN,PVC,KREKAJ,2014,6.00,Distribution Main,N/A,In Service,N/A,No,Major,469.11
160.167552,,,Y,75,160.168,0.0,0.1,OPEN,PVC,MYT,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,160.15
27.2689125,,,Y,75,27.269,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,27.27
494.034472,,,Y,50,494.034,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,493.99
44.1769293,,,Y,50,44.177,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,44.17
238.857907,,,Y,50,238.858,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,238.84
1227.28487,,,Y,75,1227.285,0.0,0.1,OPEN,PVC,KREKAJ,2014,3.00,Distribution Main,N/A,In Service,N/A,No,Major,1227.16
4.28614502,,,Y,50,4.286,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,4.29
250.696017,,,Y,75,250.696,0.0,0.1,OPEN,HDPE,MYT,21.12.2020,3.00,Distribution Main,2019,In Service,N/A,No,Major,250.67
29.4984710,,,Y,75,29.498,0.0,0.1,OPEN,HDPE,MYT,21.12.2020,3.00,Distribution Main,2019,In Service,N/A,No,Major,29.50
130.865174,,,Y,100,130.865,0.0,0.1,OPEN,PVC,MYT,2014,4.00,Distribution Main,N/A,In Service,off take from Manyatta Primary School.,No,Major,130.85
162.975835,,,Y,100,173.072,0.0,0.1,OPEN,PVC,MYT,2014,4.00,Distribution Main,N/A,In Service,off take from Manyatta Primary School.,No,Major,173.06
288.600982,,,Y,50,288.601,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,288.58
113.298337,,,Y,50,113.298,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,113.29
216.385184,,,Y,50,216.385,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,216.37
27.6897441,,,Y,50,27.690,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,27.69
153.304420,,,Y,75,153.304,0.0,0.1,OPEN,PVC,MYT,2014,3.00,Distribution Main,01.2012,In Service,Managed by DMM,No,Major,153.29
99.7892009,,,Y,75,99.789,0.0,0.1,OPEN,PVC,MYT,2014,3.00,Distribution Main,01.2012,In Service,Managed by DMM,No,Major,99.78
50.5043123,,,Y,50,50.504,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,50.50
192.631120,,,Y,50,192.631,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,2014,In Service,N/A,No,Minor,192.61
266.724916,,,Y,40,266.725,0.0,0.1,OPEN,PVC,MYT,2014,1.50,Distribution Main,01.2012,In Service,Managed by DMM,No,Minor,266.70
60.0516112,,,Y,50,60.052,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,01.2012,In Service,Managed by DMM,No,Minor,60.05
256.985719,,,Y,350,256.986,0.0,0.1,OPEN,PVC,MYT,2014,14.00,Distribution Main,2014,In Service,LTAP Lines,No,Major,256.96
39.0518342,,,Y,50,39.052,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,39.05
28.7110136,,,Y,50,28.711,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,28.71
102.114479,,,Y,50,102.114,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,102.11
54.0499920,,,Y,50,54.050,0.0,0.1,OPEN,PVC,MYT,2014,2.00,Distribution Main,N/A,In Service,N/A,No,Minor,54.05
94.7332089,,,Y,25,94.733,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,94.72
82.6859129,,,Y,25,82.686,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,82.68
9.90383688,,,Y,25,9.904,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,9.90
24.0271070,,,Y,25,24.027,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,24.02
9.70884154,,,Y,25,9.709,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,9.71
8.18180856,,,Y,25,8.182,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,8.18
17.3750516,,,Y,25,17.375,0.0,0.1,OPEN,PVC,MYT,2014,1.00,Service line,N/A,In Service,N/A,No,Minor,17.37
37.6912031,,,Y,50,37.691,0.0,0.1,OPEN,PVC,ME,2014,2.00,Distribution Main,03.2014,In Service,N/A,No,Minor,37.69
24.3337932,,,Y,50,24.334,0.0,0.1,OPEN,PVC,ME,2014,2.00,Distribution Main,03.2014,In Service,N/A,No,Minor,24.33
20.1742863,,,Y,50,20.174,0.0,0.1,OPEN,PVC,ME,2014,2.00,Distribution Main,03.2014,In Service,N/A,No,Minor,20.17
32.3253412,,,Y,50,32.325,0.0,0.1,OPEN,PVC,ME,2014,2.00,Distribution Main,03.2014,In Service,N/A,No,Minor,32.32
24.0289484,,,Y,50,24.029,0.0,0.1,OPEN,PVC,ME,2014,2.00,Distribution Main,03.2014,In Service,N/A,No,Minor,24.03
59.7999941,,,Y,50,59.800,0.0,0.1,OPEN,PVC,ME,2014,2.00,Distribution Main,03.2014,In Service,N/A,No,Minor,59.80
19.0251752,,,Y,40,19.025,0.0,0.1,OPEN,PVC,ME,2014,1.50,Distribution Main,N/A,In Service,N/A,No,Minor,19.02
8.60869087,,,Y,40,8.609,0.0,0.1,OPEN,PVC,ME,2014,1.50,Distribution Main,N/A,In Service,N/A,No,Minor,8.61
